topic,law_title,date,law_url
Settled Status,EU Settlement Scheme: customer granted pre-settled status,2025-06-02,https://www.gov.uk/government/publications/eu-settlement-scheme-customer-granted-pre-settled-status
BRP & Digital ID,eVisa support videos,2025-05-30,https://www.gov.uk/government/collections/evisa-support-videos
BRP & Digital ID,eVisa: community support for vulnerable people,2025-05-30,https://www.gov.uk/government/publications/evisa-community-support-for-vulnerable-people
Visa Issues,Immigration Rules Appendix Child Student,2025-05-29,https://www.gov.uk/guidance/immigration-rules/immigration-rules-appendix-child-student
Visa Issues,Archive: Immigration Rules,2025-05-29,https://www.gov.uk/government/collections/archive-immigration-rules
Visa Issues,Offshore well boat workers: Immigration Rules concession 2022,2025-05-29,https://www.gov.uk/government/publications/offshore-well-boat-workers-immigration-rules-concession-2022
Visa Issues,Immigration Rules archive: 9 April 2025 to 28 May 2025,2025-05-29,https://www.gov.uk/government/publications/immigration-rules-archive-9-april-2025-to-28-may-2025
Visa Issues,Offshore well boat workers: Immigration Rules concession 2022,2025-05-29,https://www.gov.uk/government/publications/offshore-well-boat-workers-immigration-rules-concession-2022/offshore-well-boat-workers-immigration-rules-concession-2022
Visa Issues,Immigration Rules: introduction,2025-05-29,https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction
Rwanda & Policy,Identifying tuberculosis in people seeking asylum,2025-05-28,https://www.gov.uk/government/publications/identifying-tuberculosis-in-people-seeking-asylum
Visa Issues,Ukraine visa schemes summary: previous data tables,2025-05-22,https://www.gov.uk/government/statistical-data-sets/ukraine-visa-schemes-summary-previous-data-tables
Visa Issues,"Ukraine Sponsorship Scheme: Visa data by country, upper and lower tier local authority",2025-05-22,https://www.gov.uk/guidance/ukraine-sponsorship-scheme-visa-data-by-country-upper-and-lower-tier-local-authority
Visa Issues,Immigration system statistics data tables,2025-05-22,https://www.gov.uk/government/statistical-data-sets/immigration-system-statistics-data-tables
Visa Issues,Online immigration status (eVisa): UKVI account creation data,2025-05-22,https://www.gov.uk/government/publications/online-immigration-status-evisa-ukvi-account-creation-data/online-immigration-status-evisa-ukvi-account-creation-data
Visa Issues,Home Office immigration system statistics: user guide,2025-05-22,https://www.gov.uk/government/publications/user-guide-to-home-office-immigration-statistics--9
Visa Issues,Online immigration status (eVisa): UKVI account creation data,2025-05-22,https://www.gov.uk/government/publications/online-immigration-status-evisa-ukvi-account-creation-data
Visa Issues,Immigration syllabus level 3,2025-05-22,https://www.gov.uk/government/publications/immigration-syllabus-level-3-oisc
Visa Issues,Immigration syllabus level 1,2025-05-22,https://www.gov.uk/government/publications/immigration-syllabus-level-1-oisc
Visa Issues,Homes for Ukraine Sponsorship Scheme: Visa data by age and sex of applicant,2025-05-22,https://www.gov.uk/government/publications/homes-for-ukraine-sponsorship-scheme-and-ukraine-family-scheme-visa-data-by-age-and-sex-of-applicant
Visa Issues,Immigration system statistics quarterly release,2025-05-22,https://www.gov.uk/government/collections/immigration-statistics-quarterly-release
Home Office Complaints,Online immigration status (eVisa): UKVI account creation data,2025-05-22,https://www.gov.uk/government/publications/online-immigration-status-evisa-ukvi-account-creation-data/online-immigration-status-evisa-ukvi-account-creation-data
Home Office Complaints,Home Office immigration system statistics: user guide,2025-05-22,https://www.gov.uk/government/publications/user-guide-to-home-office-immigration-statistics--9
Home Office Complaints,Online immigration status (eVisa): UKVI account creation data,2025-05-22,https://www.gov.uk/government/publications/online-immigration-status-evisa-ukvi-account-creation-data
Rwanda & Policy,Asylum seeker decision-making in journeys to the United Kingdom (2022),2025-05-22,https://www.gov.uk/government/publications/asylum-seeker-decision-making-in-journeys-to-the-united-kingdom-2022
Rwanda & Policy,Asylum syllabus level 3,2025-05-22,https://www.gov.uk/government/publications/asylum-syllabus-level-3-oisc
Rwanda & Policy,"Understanding asylum seeker and asylum-route refugee vulnerabilities, needs, and support (2022)",2025-05-22,https://www.gov.uk/government/publications/understanding-asylum-seeker-and-refugee-vulnerabilities-and-needs-2022/understanding-asylum-seeker-and-asylum-route-refugee-vulnerabilities-needs-and-support-2022
Rwanda & Policy,Asylum syllabus level 2,2025-05-22,https://www.gov.uk/government/publications/asylum-syllabus-level-2-oisc
Rwanda & Policy,Asylum seeker decision-making in journeys to the United Kingdom (2022),2025-05-22,https://www.gov.uk/government/publications/asylum-seeker-decision-making-in-journeys-to-the-united-kingdom-2022/asylum-seeker-decision-making-in-journeys-to-the-united-kingdom-2022
Rwanda & Policy,Asylum and resettlement summary: previous data tables,2025-05-22,https://www.gov.uk/government/statistical-data-sets/asylum-and-resettlement-summary-previous-data-tables
Rwanda & Policy,Understanding asylum seeker and refugee vulnerabilities and needs (2022),2025-05-22,https://www.gov.uk/government/publications/understanding-asylum-seeker-and-refugee-vulnerabilities-and-needs-2022
Visa Issues,Immigration syllabus level 2,2025-05-22,https://www.gov.uk/government/publications/immigration-syllabus-level-2-oisc
Visa Issues,User Guide to: Immigration system statistics,2025-05-22,https://www.gov.uk/government/publications/user-guide-to-home-office-immigration-statistics--9/user-guide-to-immigration-statistics
BRP & Digital ID,Experiences of migrants and employers using eVisa (2022),2025-05-22,https://www.gov.uk/government/publications/experiences-of-migrants-and-employers-using-evisa-2022/experiences-of-migrants-and-employers-using-evisa-2022
BRP & Digital ID,Experiences of migrants and employers using eVisa (2022),2025-05-22,https://www.gov.uk/government/publications/experiences-of-migrants-and-employers-using-evisa-2022
BRP & Digital ID,Online immigration status (eVisa): UKVI account creation data,2025-05-22,https://www.gov.uk/government/publications/online-immigration-status-evisa-ukvi-account-creation-data
BRP & Digital ID,Online immigration status (eVisa): UKVI account creation data,2025-05-22,https://www.gov.uk/government/publications/online-immigration-status-evisa-ukvi-account-creation-data/online-immigration-status-evisa-ukvi-account-creation-data
Visa Issues,Regional and local authority data on immigration groups,2025-05-22,https://www.gov.uk/government/statistical-data-sets/immigration-system-statistics-regional-and-local-authority-data
Rwanda & Policy,Immigration and asylum paper appeals for legal professionals,2025-05-21,https://www.gov.uk/guidance/immigration-and-asylum-paper-appeals-for-legal-professionals
Visa Issues,How to become a regulated immigration adviser,2025-05-21,https://www.gov.uk/government/publications/how-to-become-a-regulated-immigration-adviser
Visa Issues,How to become a regulated immigration adviser,2025-05-21,https://www.gov.uk/government/publications/how-to-become-a-regulated-immigration-adviser/how-to-become-a-regulated-immigration-adviser
Visa Issues,Immigration and asylum paper appeals for legal professionals,2025-05-21,https://www.gov.uk/guidance/immigration-and-asylum-paper-appeals-for-legal-professionals
Visa Issues,Visa processing times: applications outside the UK,2025-05-20,https://www.gov.uk/guidance/visa-processing-times-applications-outside-the-uk
Visa Issues,Clarification of Immigration Advice Authority's jurisdiction,2025-05-20,https://www.gov.uk/government/publications/clarification-of-the-oiscs-jurisdiction/clarification-of-oiscs-jurisdiction
Visa Issues,Clarification of the Immigration Advice Authority's jurisdiction,2025-05-20,https://www.gov.uk/government/publications/clarification-of-the-oiscs-jurisdiction
Visa Issues,Visa processing times: applications inside the UK,2025-05-20,https://www.gov.uk/guidance/visa-processing-times-applications-inside-the-uk
Visa Issues,Immigration sample assessment: level 3,2025-05-13,https://www.gov.uk/government/publications/immigration-assessment-level-3-oisc
Visa Issues,Immigration sample assessment: level 2,2025-05-13,https://www.gov.uk/government/publications/immigration-assessment-level-2-oisc
Visa Issues,UKRI endorsement: endorsed funders (Global Talent visa),2025-05-13,https://www.gov.uk/government/publications/ukri-endorsement-endorsed-funders-global-talent-visa
Visa Issues,PM remarks at Immigration White Paper press conference: 12 May 2025,2025-05-12,https://www.gov.uk/government/speeches/pm-remarks-at-immigration-white-paper-press-conference-12-may-2025
Visa Issues,"Sponsored Work and Family Visa earnings, employment and Income Tax",2025-05-12,https://www.gov.uk/government/publications/sponsored-work-and-family-visa-earnings-employment-and-income-tax
Visa Issues,"Sponsored Work and Family visa earnings, employment and Income Tax",2025-05-12,https://www.gov.uk/government/publications/sponsored-work-and-family-visa-earnings-employment-and-income-tax/sponsored-work-and-family-visa-earnings-employment-and-income-tax
Visa Issues,Immigration white paper,2025-05-12,https://www.gov.uk/government/speeches/immigration-white-paper-oral-statement
Visa Issues,High Potential Individual (HPI) route evaluation: Exploring experiences of the HPI visa,2025-05-12,https://www.gov.uk/government/publications/high-potential-individual-hpi-route-evaluation/high-potential-individual-hpi-route-evaluation-exploring-experiences-of-the-hpi-visa
Visa Issues,Immigration white paper to reduce migration and strengthen border,2025-05-12,https://www.gov.uk/government/news/immigration-white-paper-to-reduce-migration-and-strengthen-border
Visa Issues,Increased powers for the Immigration Services Commissioner: impact assessment (accessible),2025-05-09,https://www.gov.uk/government/publications/border-security-asylum-and-immigration-bill-2025-impact-assessment/increased-powers-for-the-immigration-services-commissioner-impact-assessment-accessible
Rwanda & Policy,"Border Security, Asylum and Immigration Bill 2025: overarching impact assessment (accessible)",2025-05-09,https://www.gov.uk/government/publications/border-security-asylum-and-immigration-bill-2025-impact-assessment/border-security-asylum-and-immigration-bill-2025-impact-assessment-accessible
